Match,Team,Batting_1_name,Batting_1_runs,Batting_1_balls,Batting_1_4s,Batting_1_6s,Batting_1_strike_rate,Batting_2_name,Batting_2_runs,Batting_2_balls,Batting_2_4s,Batting_2_6s,Batting_2_strike_rate,Batting_3_name,Batting_3_runs,Batting_3_balls,Batting_3_4s,Batting_3_6s,Batting_3_strike_rate,Batting_4_name,Batting_4_runs,Batting_4_balls,Batting_4_4s,Batting_4_6s,Batting_4_strike_rate,Batting_5_name,Batting_5_runs,Batting_5_balls,Batting_5_4s,Batting_5_6s,Batting_5_strike_rate,Batting_6_name,Batting_6_runs,Batting_6_balls,Batting_6_4s,Batting_6_6s,Batting_6_strike_rate,Batting_7_name,Batting_7_runs,Batting_7_balls,Batting_7_4s,Batting_7_6s,Batting_7_strike_rate,Batting_8_name,Batting_8_runs,Batting_8_balls,Batting_8_4s,Batting_8_6s,Batting_8_strike_rate,Batting_9_name,Batting_9_runs,Batting_9_balls,Batting_9_4s,Batting_9_6s,Batting_9_strike_rate,Batting_10_name,Batting_10_runs,Batting_10_balls,Batting_10_4s,Batting_10_6s,Batting_10_strike_rate,Batting_11_name,Batting_11_runs,Batting_11_balls,Batting_11_4s,Batting_11_6s,Batting_11_strike_rate
23,Bangladesh,Tanzid Hasan ,12,17,1,0,70.58,Litton Das ,22,44,3,1,50.00,Najmul Hossain Shanto ,0,1,0,0,0.00,Shakib Al Hasan (c),1,4,0,0,25.00,Mushfiqur Rahim †,8,17,1,0,47.05,Mahmudullah ,111,111,11,4,100.00,Mehidy Hasan Miraz ,11,19,1,0,57.89,Nasum Ahmed ,19,19,3,0,100.00,Hasan Mahmud ,15,25,2,0,60.00,Mustafizur Rahman ,11,21,2,0,52.38,Shoriful Islam ,6,4,1,0,150.00
24,Australia,Mitchell Marsh ,9,15,2,0,60.00,David Warner ,104,93,11,3,111.82,Steven Smith ,71,68,9,1,104.41,Marnus Labuschagne ,62,47,7,2,131.91,Josh Inglis †,14,12,1,1,116.66,Glenn Maxwell ,106,44,9,8,240.90,Cameron Green ,8,11,1,0,72.72,Pat Cummins (c),12,9,2,0,133.33,Mitchell Starc ,0,1,0,0,0.00,Adam Zampa ,1,1,0,0,100.00,,,,,,
24,Netherlands,Vikramjit Singh ,25,25,6,0,100.00,Max O'Dowd ,6,9,1,0,66.66,Colin Ackermann ,10,11,2,0,90.90,Sybrand Engelbrecht ,11,21,1,0,52.38,Bas de Leede ,4,7,1,0,57.14,Scott Edwards (c)†,12,22,0,0,54.54,Teja Nidamanuru ,14,18,2,0,77.77,Logan van Beek ,0,3,0,0,0.00,Roelof van der Merwe ,0,1,0,0,0.00,Aryan Dutt ,1,8,0,0,12.50,Paul van Meekeren ,0,1,0,0,0.00
25,England,Jonny Bairstow ,30,31,3,0,96.77,Dawid Malan ,28,25,6,0,112.00,Joe Root ,3,10,0,0,30.00,Ben Stokes ,43,73,6,0,58.90,Jos Buttler (c)†,8,6,1,0,133.33,Liam Livingstone ,1,6,0,0,16.66,Moeen Ali ,15,15,1,0,100.00,Chris Woakes ,0,4,0,0,0.00,David Willey ,14,17,1,1,82.35,Adil Rashid ,2,7,0,0,28.57,Mark Wood ,5,6,1,0,83.33
25,Sri Lanka,Pathum Nissanka ,77,83,7,2,92.77,Kusal Perera ,4,5,1,0,80.00,Kusal Mendis (c)†,11,12,2,0,91.66,Sadeera Samarawickrama ,65,54,7,1,120.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Pakistan,Abdullah Shafique ,9,17,1,0,52.94,Imam-ul-Haq ,12,18,2,0,66.66,Babar Azam (c),50,65,4,1,76.92,Mohammad Rizwan †,31,27,4,1,114.81,Iftikhar Ahmed ,21,31,1,1,67.74,Saud Shakeel ,52,52,7,0,100.00,Shadab Khan ,43,36,3,2,119.44,Mohammad Nawaz ,24,24,1,2,100.00,Shaheen Shah Afridi ,2,4,0,0,50.00,Mohammad Wasim ,7,9,0,1,77.77,Haris Rauf ,0,1,0,0,0.00
26,South Africa,Temba Bavuma (c),28,27,4,1,103.70,Quinton de Kock †,24,14,5,0,171.42,Rassie van der Dussen ,21,39,0,0,53.84,Aiden Markram ,91,93,7,3,97.84,Heinrich Klaasen ,12,10,0,1,120.00,David Miller ,29,33,2,2,87.87,Marco Jansen ,20,14,2,1,142.85,Gerald Coetzee ,10,13,0,0,76.92,Keshav Maharaj ,7,21,1,0,33.33,Lungi Ngidi ,4,14,0,0,28.57,Tabraiz Shamsi ,4,6,0,0,66.66
27,Australia,David Warner ,81,65,5,6,124.61,Travis Head ,109,67,10,7,162.68,Mitchell Marsh ,36,51,2,0,70.58,Steven Smith ,18,17,2,0,105.88,Marnus Labuschagne ,18,26,2,0,69.23,Glenn Maxwell ,41,24,5,2,170.83,Josh Inglis †,38,28,4,1,135.71,Pat Cummins (c),37,14,2,4,264.28,Mitchell Starc ,1,3,0,0,33.33,Adam Zampa ,0,3,0,0,0.00,Josh Hazlewood ,0,0,0,0,-
27,New Zealand,Devon Conway ,28,17,6,0,164.70,Will Young ,32,37,4,1,86.48,Rachin Ravindra ,116,89,9,5,130.33,Daryl Mitchell ,54,51,6,1,105.88,Tom Latham (c)†,21,22,2,0,95.45,Glenn Phillips ,12,16,1,0,75.00,James Neesham ,58,39,3,3,148.71,Mitchell Santner ,17,12,1,1,141.66,Matt Henry ,9,8,1,0,112.50,Trent Boult ,10,8,0,1,125.00,Lockie Ferguson ,0,1,0,0,0.00
28,Netherlands,Vikramjit Singh ,3,9,0,0,33.33,Max O'Dowd ,0,3,0,0,0.00,Wesley Barresi ,41,41,8,0,100.00,Colin Ackermann ,15,33,1,0,45.45,Scott Edwards (c)†,68,89,6,0,76.40,Bas de Leede ,17,32,2,0,53.12,Sybrand Engelbrecht ,35,61,3,0,57.37,Logan van Beek ,23,16,2,1,143.75,Shariz Ahmad ,6,8,0,0,75.00,Aryan Dutt ,9,6,0,1,150.00,Paul van Meekeren ,0,2,0,0,0.00
28,Bangladesh,Litton Das ,3,12,0,0,25.00,Tanzid Hasan ,15,16,3,0,93.75,Mehidy Hasan Miraz ,35,40,5,1,87.50,Najmul Hossain Shanto ,9,18,2,0,50.00,Shakib Al Hasan (c),5,14,0,0,35.71,Mushfiqur Rahim †,1,5,0,0,20.00,Mahmudullah ,20,41,2,0,48.78,Mahedi Hasan ,17,38,1,0,44.73,Taskin Ahmed ,11,35,1,0,31.42,Mustafizur Rahman ,20,35,2,1,57.14,Shoriful Islam ,0,0,0,0,-
29,India,Rohit Sharma (c),87,101,10,3,86.13,Shubman Gill ,9,13,1,0,69.23,Virat Kohli ,0,9,0,0,0.00,Shreyas Iyer ,4,16,0,0,25.00,KL Rahul †,39,58,3,0,67.24,Suryakumar Yadav ,49,47,4,1,104.25,Ravindra Jadeja ,8,13,0,0,61.53,Mohammed Shami ,1,5,0,0,20.00,Jasprit Bumrah ,16,25,1,0,64.00,Kuldeep Yadav ,9,13,1,0,69.23,,,,,,
29,England,Jonny Bairstow ,14,23,2,0,60.86,Dawid Malan ,16,17,2,1,94.11,Joe Root ,0,1,0,0,0.00,Ben Stokes ,0,10,0,0,0.00,Jos Buttler (c)†,10,23,1,0,43.47,Moeen Ali ,15,31,0,0,48.38,Liam Livingstone ,27,46,2,0,58.69,Chris Woakes ,10,20,1,0,50.00,David Willey ,16,17,0,2,94.11,Adil Rashid ,13,20,2,0,65.00,Mark Wood ,0,1,0,0,0.00
30,Sri Lanka,Pathum Nissanka ,46,60,5,0,76.66,Dimuth Karunaratne ,15,21,1,0,71.42,Kusal Mendis (c)†,39,50,3,0,78.00,Sadeera Samarawickrama ,36,40,3,0,90.00,Charith Asalanka ,22,28,2,0,78.57,Dhananjaya de Silva ,14,26,1,0,53.84,Angelo Mathews ,23,26,1,1,88.46,Dushmantha Chameera ,1,4,0,0,25.00,Maheesh Theekshana ,29,31,3,1,93.54,Kasun Rajitha ,5,7,0,0,71.42,Dilshan Madushanka ,0,4,0,0,0.00
30,Afghanistan,Rahmanullah Gurbaz ,0,4,0,0,0.00,Ibrahim Zadran ,39,57,4,1,68.42,Rahmat Shah ,62,74,7,0,83.78,Hashmatullah Shahidi (c),58,74,2,1,78.37,Azmatullah Omarzai ,73,63,6,3,115.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Bangladesh,Tanzid Hasan ,0,5,0,0,0.00,Litton Das ,45,64,6,0,70.31,Najmul Hossain Shanto ,4,3,1,0,133.33,Mushfiqur Rahim †,5,8,1,0,62.50,Mahmudullah ,56,70,6,1,80.00,Shakib Al Hasan (c),43,64,4,0,67.18,Towhid Hridoy ,7,3,0,1,233.33,Mehidy Hasan Miraz ,25,30,1,1,83.33,Taskin Ahmed ,6,13,0,0,46.15,Mustafizur Rahman ,3,7,0,0,42.85,Shoriful Islam ,1,4,0,0,25.00
31,Pakistan,Abdullah Shafique ,68,69,9,2,98.55,Fakhar Zaman ,81,74,3,7,109.45,Babar Azam (c),9,16,1,0,56.25,Mohammad Rizwan †,26,21,4,0,123.80,Iftikhar Ahmed ,17,15,2,0,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,South Africa,Quinton de Kock †,114,116,10,3,98.27,Temba Bavuma (c),24,28,4,1,85.71,Rassie van der Dussen ,133,118,9,5,112.71,David Miller ,53,30,2,4,176.66,Heinrich Klaasen ,15,7,1,1,214.28,Aiden Markram ,6,1,0,1,600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,New Zealand,Devon Conway ,2,6,0,0,33.33,Will Young ,33,37,5,0,89.18,Rachin Ravindra ,9,16,1,0,56.25,Daryl Mitchell ,24,30,4,0,80.00,Tom Latham (c)†,4,15,0,0,26.66,Glenn Phillips ,60,50,4,4,120.00,Mitchell Santner ,7,18,1,0,38.88,Tim Southee ,7,11,1,0,63.63,James Neesham ,0,8,0,0,0.00,Trent Boult ,9,14,1,0,64.28,Matt Henry ,0,9,0,0,0.00
33,India,Rohit Sharma (c),4,2,1,0,200.00,Shubman Gill ,92,92,11,2,100.00,Virat Kohli ,88,94,11,0,93.61,Shreyas Iyer ,82,56,3,6,146.42,KL Rahul †,21,19,2,0,110.52,Suryakumar Yadav ,12,9,2,0,133.33,Ravindra Jadeja ,35,24,1,1,145.83,Mohammed Shami ,2,4,0,0,50.00,Jasprit Bumrah ,1,1,0,0,100.00,,,,,,,,,,,,
33,Sri Lanka,Pathum Nissanka ,0,1,0,0,0.00,Dimuth Karunaratne ,0,1,0,0,0.00,Kusal Mendis (c)†,1,10,0,0,10.00,Sadeera Samarawickrama ,0,4,0,0,0.00,Charith Asalanka ,1,24,0,0,4.16,Angelo Mathews ,12,25,1,0,48.00,Dushan Hemantha ,0,1,0,0,0.00,Dushmantha Chameera ,0,6,0,0,0.00,Maheesh Theekshana ,12,23,2,0,52.17,Kasun Rajitha ,14,17,2,0,82.35,Dilshan Madushanka ,5,6,1,0,83.33
34,Netherlands,Wesley Barresi ,1,4,0,0,25.00,Max O'Dowd ,42,40,9,0,105.00,Colin Ackermann ,29,35,4,0,82.85,Sybrand Engelbrecht ,58,86,6,0,67.44,Scott Edwards (c)†,0,1,0,0,0.00,Bas de Leede ,3,6,0,0,50.00,Saqib Zulfiqar ,3,15,0,0,20.00,Logan van Beek ,2,13,0,0,15.38,Roelof van der Merwe ,11,33,0,0,33.33,Aryan Dutt ,10,22,0,0,45.45,Paul van Meekeren ,4,24,0,0,16.66
34,Afghanistan,Rahmanullah Gurbaz ,10,11,2,0,90.90,Ibrahim Zadran ,20,34,2,0,58.82,Rahmat Shah ,52,54,8,0,96.29,Hashmatullah Shahidi (c),56,64,6,0,87.50,Azmatullah Omarzai ,31,28,3,0,110.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,New Zealand,Devon Conway ,35,39,6,0,89.74,Rachin Ravindra ,108,94,15,1,114.89,Kane Williamson (c),95,79,10,2,120.25,Daryl Mitchell ,29,18,4,1,161.11,Mark Chapman ,39,27,7,0,144.44,Glenn Phillips ,41,25,4,2,164.00,Mitchell Santner ,26,17,0,2,152.94,Tom Latham †,2,2,0,0,100.00,,,,,,,,,,,,,,,,,,
35,Pakistan,Abdullah Shafique ,4,9,1,0,44.44,Fakhar Zaman ,126,81,8,11,155.55,Babar Azam (c),66,63,6,2,104.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Australia,Travis Head ,11,10,1,0,110.00,David Warner ,15,16,1,1,93.75,Steven Smith ,44,52,3,0,84.61,Marnus Labuschagne ,71,83,7,0,85.54,Josh Inglis †,3,6,0,0,50.00,Cameron Green ,47,52,5,0,90.38,Marcus Stoinis ,35,32,3,2,109.37,Pat Cummins (c),10,13,1,0,76.92,Mitchell Starc ,10,13,0,0,76.92,Adam Zampa ,29,19,4,0,152.63,Josh Hazlewood ,1,1,0,0,100.00
36,England,Jonny Bairstow ,0,1,0,0,0.00,Dawid Malan ,50,64,4,1,78.12,Joe Root ,13,17,2,0,76.47,Ben Stokes ,64,90,2,3,71.11,Jos Buttler (c)†,1,7,0,0,14.28,Moeen Ali ,42,43,6,0,97.67,Liam Livingstone ,2,5,0,0,40.00,Chris Woakes ,32,33,4,1,96.96,David Willey ,15,14,3,0,107.14,Adil Rashid ,20,15,1,1,133.33,Mark Wood ,0,0,0,0,-
37,India,Rohit Sharma (c),40,24,6,2,166.66,Shubman Gill ,23,24,4,1,95.83,Virat Kohli ,101,121,10,0,83.47,Shreyas Iyer ,77,87,7,2,88.50,KL Rahul †,8,17,0,0,47.05,Suryakumar Yadav ,22,14,5,0,157.14,Ravindra Jadeja ,29,15,3,1,193.33,,,,,,,,,,,,,,,,,,,,,,,,
37,South Africa,Quinton de Kock †,5,10,1,0,50.00,Temba Bavuma (c),11,19,1,0,57.89,Rassie van der Dussen ,13,32,1,0,40.62,Aiden Markram ,9,6,2,0,150.00,Heinrich Klaasen ,1,11,0,0,9.09,David Miller ,11,11,2,0,100.00,Marco Jansen ,14,30,1,0,46.66,Keshav Maharaj ,7,11,1,0,63.63,Kagiso Rabada ,6,26,0,0,23.07,Lungi Ngidi ,0,3,0,0,0.00,Tabraiz Shamsi ,4,4,1,0,100.00
38,Sri Lanka,Pathum Nissanka ,41,36,8,0,113.88,Kusal Perera ,4,5,1,0,80.00,Kusal Mendis (c)†,19,30,1,1,63.33,Sadeera Samarawickrama ,41,42,4,0,97.61,Charith Asalanka ,108,105,6,5,102.85,Angelo Mathews ,0,0,0,0,-,Dhananjaya de Silva ,34,36,4,1,94.44,Maheesh Theekshana ,21,31,3,0,67.74,Dushmantha Chameera ,4,9,0,0,44.44,Kasun Rajitha ,0,2,0,0,0.00,Dilshan Madushanka ,0,1,0,0,0.00
38,Bangladesh,Tanzid Hasan ,9,5,2,0,180.00,Litton Das ,23,22,2,2,104.54,Najmul Hossain Shanto ,90,101,12,0,89.10,Shakib Al Hasan (c),82,65,12,2,126.15,Mahmudullah ,22,23,3,1,95.65,Mushfiqur Rahim †,10,13,1,0,76.92,Towhid Hridoy ,15,7,0,2,214.28,Mehidy Hasan Miraz ,3,5,0,0,60.00,Tanzim Hasan Sakib ,5,6,1,0,83.33,,,,,,,,,,,,
39,Afghanistan,Rahmanullah Gurbaz ,21,25,2,0,84.00,Ibrahim Zadran ,129,143,8,3,90.20,Rahmat Shah ,30,44,1,0,68.18,Hashmatullah Shahidi (c),26,43,2,0,60.46,Azmatullah Omarzai ,22,18,1,2,122.22,Mohammad Nabi ,12,10,0,1,120.00,Rashid Khan ,35,18,2,3,194.44,,,,,,,,,,,,,,,,,,,,,,,,
39,Australia,David Warner ,18,29,3,0,62.06,Travis Head ,0,2,0,0,0.00,Mitchell Marsh ,24,11,2,2,218.18,Marnus Labuschagne ,14,28,2,0,50.00,Josh Inglis †,0,1,0,0,0.00,Glenn Maxwell ,201,128,21,10,157.03,Marcus Stoinis ,6,7,1,0,85.71,Mitchell Starc ,3,7,0,0,42.85,Pat Cummins (c),12,68,1,0,17.64,,,,,,,,,,,,
40,England,Jonny Bairstow ,15,17,2,0,88.23,Dawid Malan ,87,74,10,2,117.56,Joe Root ,28,35,1,0,80.00,Ben Stokes ,108,84,6,6,128.57,Harry Brook ,11,16,2,0,68.75,Jos Buttler (c)†,5,11,0,0,45.45,Moeen Ali ,4,15,0,0,26.66,Chris Woakes ,51,45,5,1,113.33,David Willey ,6,2,0,1,300.00,Gus Atkinson ,2,1,0,0,200.00,Adil Rashid ,1,1,0,0,100.00
40,Netherlands,Wesley Barresi ,37,62,3,1,59.67,Max O'Dowd ,5,11,1,0,45.45,Colin Ackermann ,0,2,0,0,0.00,Sybrand Engelbrecht ,33,49,3,1,67.34,Scott Edwards (c)†,38,42,3,1,90.47,Bas de Leede ,10,12,2,0,83.33,Teja Nidamanuru ,41,34,2,3,120.58,Logan van Beek ,2,2,0,0,100.00,Roelof van der Merwe ,0,4,0,0,0.00,Aryan Dutt ,1,3,0,0,33.33,Paul van Meekeren ,4,3,1,0,133.33
41,Sri Lanka,Pathum Nissanka ,2,8,0,0,25.00,Kusal Perera ,51,28,9,2,182.14,Kusal Mendis (c)†,6,7,1,0,85.71,Sadeera Samarawickrama ,1,2,0,0,50.00,Charith Asalanka ,8,8,1,0,100.00,Angelo Mathews ,16,27,2,0,59.25,Dhananjaya de Silva ,19,24,2,1,79.16,Chamika Karunaratne ,6,17,1,0,35.29,Maheesh Theekshana ,38,91,3,0,41.75,Dushmantha Chameera ,1,20,0,0,5.00,Dilshan Madushanka ,19,48,2,0,39.58
41,New Zealand,Devon Conway ,45,42,9,0,107.14,Rachin Ravindra ,42,34,3,3,123.52,Kane Williamson (c),14,15,2,0,93.33,Daryl Mitchell ,43,31,5,2,138.70,Mark Chapman ,7,6,1,0,116.66,Glenn Phillips ,17,10,3,0,170.00,Tom Latham †,2,2,0,0,100.00,,,,,,,,,,,,,,,,,,,,,,,,
42,Afghanistan,Rahmanullah Gurbaz ,25,22,3,1,113.63,Ibrahim Zadran ,15,30,3,0,50.00,Rahmat Shah ,26,46,2,0,56.52,Hashmatullah Shahidi (c),2,7,0,0,28.57,Azmatullah Omarzai ,97,107,7,3,90.65,Ikram Alikhil †,12,14,1,1,85.71,Mohammad Nabi ,2,3,0,0,66.66,Rashid Khan ,14,30,0,0,46.66,Noor Ahmad ,26,32,4,0,81.25,Mujeeb Ur Rahman ,8,5,0,1,160.00,Naveen-ul-Haq ,2,4,0,0,50.00
42,South Africa,Quinton de Kock †,41,47,2,3,87.23,Temba Bavuma (c),23,28,3,0,82.14,Rassie van der Dussen ,76,95,6,1,80.00,Aiden Markram ,25,32,1,1,78.12,Heinrich Klaasen ,10,13,1,0,76.92,David Miller ,24,33,1,1,72.72,Andile Phehlukwayo ,39,37,1,3,105.40,,,,,,,,,,,,,,,,,,,,,,,,
43,Bangladesh,Tanzid Hasan ,36,34,6,0,105.88,Litton Das ,36,45,5,0,80.00,Najmul Hossain Shanto (c),45,57,6,0,78.94,Towhid Hridoy ,74,79,5,2,93.67,Mahmudullah ,32,28,1,3,114.28,Mushfiqur Rahim †,21,24,0,1,87.50,Mehidy Hasan Miraz ,29,20,4,0,145.00,Nasum Ahmed ,7,11,0,0,63.63,Mahedi Hasan ,2,3,0,0,66.66,Taskin Ahmed ,0,1,0,0,0.00,,,,,,
43,Australia,Travis Head ,10,11,2,0,90.90,David Warner ,53,61,6,0,86.88,Mitchell Marsh ,177,132,17,9,134.09,Steven Smith ,63,64,4,1,98.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,England,Dawid Malan ,31,39,5,0,79.48,Jonny Bairstow ,59,61,7,1,96.72,Joe Root ,60,72,4,0,83.33,Ben Stokes ,84,76,11,2,110.52,Jos Buttler (c)†,27,18,3,1,150.00,Harry Brook ,30,17,2,2,176.47,Moeen Ali ,8,6,0,1,133.33,Chris Woakes ,4,4,1,0,100.00,David Willey ,15,5,2,1,300.00,Gus Atkinson ,0,1,0,0,0.00,Adil Rashid ,0,1,0,0,0.00
44,Pakistan,Abdullah Shafique ,0,2,0,0,0.00,Fakhar Zaman ,1,9,0,0,11.11,Babar Azam (c),38,45,6,0,84.44,Mohammad Rizwan †,36,51,2,0,70.58,Saud Shakeel ,29,37,4,0,78.37,Agha Salman ,51,45,6,1,113.33,Iftikhar Ahmed ,3,5,0,0,60.00,Shadab Khan ,4,7,1,0,57.14,Shaheen Shah Afridi ,25,23,3,1,108.69,Mohammad Wasim ,16,14,2,1,114.28,Haris Rauf ,35,23,3,3,152.17
45,India,Rohit Sharma (c),61,54,8,2,112.96,Shubman Gill ,51,32,3,4,159.37,Virat Kohli ,51,56,5,1,91.07,Shreyas Iyer ,128,94,10,5,136.17,KL Rahul †,102,64,11,4,159.37,Suryakumar Yadav ,2,1,0,0,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Netherlands,Wesley Barresi ,4,5,0,0,80.00,Max O'Dowd ,30,42,3,1,71.42,Colin Ackermann ,35,32,6,0,109.37,Sybrand Engelbrecht ,45,80,4,0,56.25,Scott Edwards (c)†,17,30,1,0,56.66,Bas de Leede ,12,21,1,0,57.14,Teja Nidamanuru ,54,39,1,6,138.46,Logan van Beek ,16,15,2,0,106.66,Roelof van der Merwe ,16,8,1,2,200.00,Aryan Dutt ,5,11,0,0,45.45,Paul van Meekeren ,3,4,0,0,75.00
46,India,Rohit Sharma (c),47,29,4,4,162.06,Shubman Gill ,80,66,8,3,121.21,Virat Kohli ,117,113,9,2,103.53,Shreyas Iyer ,105,70,4,8,150.00,KL Rahul †,39,20,5,2,195.00,Suryakumar Yadav ,1,2,0,0,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,New Zealand,Devon Conway ,13,15,3,0,86.66,Rachin Ravindra ,13,22,3,0,59.09,Kane Williamson (c),69,73,8,1,94.52,Daryl Mitchell ,134,119,9,7,112.60,Tom Latham †,0,2,0,0,0.00,Glenn Phillips ,41,33,4,2,124.24,Mark Chapman ,2,5,0,0,40.00,Mitchell Santner ,9,10,0,0,90.00,Tim Southee ,9,10,1,0,90.00,Trent Boult ,2,2,0,0,100.00,Lockie Ferguson ,6,3,0,1,200.00
47,South Africa,Quinton de Kock †,3,14,0,0,21.42,Temba Bavuma (c),0,4,0,0,0.00,Rassie van der Dussen ,6,31,0,0,19.35,Aiden Markram ,10,20,2,0,50.00,Heinrich Klaasen ,47,48,4,2,97.91,David Miller ,101,116,8,5,87.06,Marco Jansen ,0,1,0,0,0.00,Gerald Coetzee ,19,39,2,0,48.71,Keshav Maharaj ,4,8,0,0,50.00,Kagiso Rabada ,10,12,0,1,83.33,Tabraiz Shamsi ,1,5,0,0,20.00
47,Australia,Travis Head ,62,48,9,2,129.16,David Warner ,29,18,1,4,161.11,Mitchell Marsh ,0,6,0,0,0.00,Steven Smith ,30,62,2,0,48.38,Marnus Labuschagne ,18,31,2,0,58.06,Glenn Maxwell ,1,5,0,0,20.00,Josh Inglis †,28,49,3,0,57.14,Mitchell Starc ,16,38,2,0,42.10,Pat Cummins (c),14,29,2,0,48.27,,,,,,,,,,,,
48,India,Rohit Sharma (c),47,31,4,3,151.61,Shubman Gill ,4,7,0,0,57.14,Virat Kohli ,54,63,4,0,85.71,Shreyas Iyer ,4,3,1,0,133.33,KL Rahul †,66,107,1,0,61.68,Ravindra Jadeja ,9,22,0,0,40.90,Suryakumar Yadav ,18,28,1,0,64.28,Mohammed Shami ,6,10,1,0,60.00,Jasprit Bumrah ,1,3,0,0,33.33,Kuldeep Yadav ,10,18,0,0,55.55,Mohammed Siraj ,9,8,1,0,112.50
48,Australia,David Warner ,7,3,1,0,233.33,Travis Head ,137,120,15,4,114.16,Mitchell Marsh ,15,15,1,1,100.00,Steven Smith ,4,9,1,0,44.44,Marnus Labuschagne ,58,110,4,0,52.72,Glenn Maxwell ,2,1,0,0,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
